user,rating,date,review
despin  christian   47400 gontaud   de  nogaret,"1,0",4 septembre 2018,j ai  recu  cet  aspirateur  et  je  les choisis  grace  aux commentaires  des utilisateurs  ……..  cet appareil  est innutilisable  car  la poignee  ne  ce clipse pas  sur le corps de  l aspirateur  je  pense  a un defaut  de  fabrication  j espere  n avoir  aucun  souci  de  remboursement  avec  amazone  cordialement
Mr L.,"3,0",22 février 2018,"Top ! J ai longuement hésité vu la mini puissance .. mais plus que satisfait ! Il est minuscule, ultra léger et ultra silencieux , mais super efficace . Avec la brosse qui tourne à fond ça rammasse tout ( à part les gros bout genre poêle à bois : ) le bruit est comparable à un aspi de table . Donc même pendant la sieste ... C super pratique . Ça n ira pas aspirer une moquette mais on passe dans tout les coins oublié .. même le plafond dans probleme . J avais vraiment la flemme de sortir l aspi traineau ... La c devenu un vrai plaisir à l uilisation! Pourvu que la charge tienne et les pièces avec le temps mais vu le prix le design est super sympa et le tout semble de bonne qualité .! À recommander !  Pour une voiture ou des petits bouts  c même pas la peine de le sortir ça n aspire rien .. me femme n ai pas trop fan ... C sur que ça ne remplace pas totalement  l aspi 1500 w
Mise a jour après 8 mois d usage régulier le bac à poussière s est cassé .. inutilisable ... Mais le service HKoening m a renvoyer un nouveau bac sous 1 semaine gratuitement  ... Donc c reparti .. je vais acheter un autre bac en plus au cas où la peliece n est pas chère !"
Dubois A.,"1,0",16 août 2018,"Trés décue, appareil HS après le premier usage avec une batterie pleine.. S'est arrêté puis aucun redémarrage malgré une charge complète de la batterie.."
pertrand,"1,0",5 novembre 2018,"Aspirateur d'appoint, pour l'étage.
Déplace la poussière,  la super brosse rotative ne fonctionne que si on appuie avec force sur la tête, deux vitesse inutile, autonomie de 10-15 min min maximum.
Support difficile, une fois sur deux l'aspirateur ne tient pas sur sa base.
Je déconseille se produit."
RICHALET Bruno,"1,0",21 août 2018,Aspirateur testé 2-3 fois avec un résultat très médiocre. Malheureusement pour ce prix je ne devais pas m'attendre à un miracle. Produit retourné
Didier Favre,"5,0",6 février 2019,"J'ai toujours hésité pour ce genre d'aspirateur sans fil. Me disant qu'une autonomie de 40 minutes c'est peu, et que ça ne sera pas aussi puissant qu'un aspirateur branché au courant. Au final, on a commencé à en avoir un peu marre de sortir l'aspirateur à traîneau du placard, le brancher, le dérouler, le traîner de pièce en pièce. Pour ensuite l'enrouler de nouveau, et parfois le démonter avant de le déranger. De quoi décourager les bonnes volontés. Alors allez tentons le fameux sans fil! Et la marque H.Koenig ayant donné satisfaction sur son modèle à traîneau Triple A, surtout pour son silence, nous optons pour celui-là. J'ai mis du temps à commenter, le temps d'utiliser et de trouver un défaut. Il n'y en a pas. Silencieux. Les 40 minutes sont suffisants, largement ! Et la puissance est largement suffisante sur carreaux, parquets et moquette! C'est léger, ça se range et se sort en un clin d’œil. Et l'aspirateur à traîneau ne sort plus de son placard ! Comme quoi : rien de plus mauvais que les à-priori, et rien ne vaut l'expérience! Je recommande !"
SCHWARTZ,"5,0",30 juin 2018,"Impressionnant
Je ne m’attendais pas à un aspirateur vraiment performant
Très maniable, silencieux et très efficace
Il est en plus très léger
Je trouve qu’il n’a rien à envier à mon aspirateur balai d’une grande marque que j’utilise au RDC"
Franck MULLER,"4,0",1 novembre 2018,"Parfait pour un usage quotidien. Léger et très maniable. Facile de passer l'aspirateur.
La brosse mécanique est efficace.
Je trouve son aspiration suffisante, mais il ne faut pas oublier de nettoyer régulièrement le filtre.
1 étoile en moins car le nettoyage du filtre demande de démonter complètement la partie haute.
Une petite LED sur la brosse aurait été un plus.
Mais pour ce prix, il est parfait pur mon utilisation (maison de 80m2). La charge tient la route et me permet de faire toute la maison en puissance max.
Pas de regret de ne pas avoir dépenser 400 € dans un matériel plus connu, il n'aurait pas fait beaucoup mieux ...."
Client d'Amazon,"1,0",17 janvier 2019,Très peu puissant. Fait un bruit assourdissant et de surcroît au lieu d’aspirer  Il rejette tout au sol. Très déçu. Je ne recommande pas car peu fiable
bernard BLANC,"1,0",18 octobre 2018,Je suis très déçu du produit Le couvercle qui se trouve au-dessus  Du moteur s’est cassé au bout de deux jours je ne peux plus l’utiliser
Antoine Goffaux,"5,0",22 novembre 2018,"Très agréablement surpris par ce balai aspirateur !
Très léger, il est toujours à portée afin d’aspirer l’appartement ou encore une maladresse.
Je suis très surpris par la maniabilité ! Une personne de 90 ans pourrait l’utiliser tellement il est léger et maniable.
L’aspirateur dispose de deux modes, on reçoit également deux petites brossettes.
La tête aspirante rotative est un plus, je l’apprécie !
J’ai evidemment recommandé ce produit q mes amis !"
kty,"5,0",23 septembre 2018,"Un indispensable. J'hésitais à l'acheter car certains commentaires soulignaient un manque de puissance. J'ai donc été agréablement surprise car il aspire très bien même très bien : poils ... miettes ... petits gravillons... Bref quand j'ai besoin de faire une petite retouche de ménage il s'avère être un véritable allié. Léger, silencieux... Il est vraiment très intéressant au niveau rapport qualité prix. Pas besoin de tout le temps appuyer sur la gâchette contrairement à certains modèles. En revanche il ne tient pas seul en station debout et le fil de recharge étant situé sur la station de recharge cela peut s'avérer inesthétique si la station est loin de la prise d'alimentation. Effectivement il ne sera pas efficace si vous comptez sur lui pour aspirer de gros travaux mais la n'est pas sa fonction. Très satisfaite en tout cas au regard de mon utilisation"
Manuela,"1,0",25 février 2019,"Calamiteux, très peu cher, c’est moins efficace qu’balai.
Aucun résultat, petit aspirateur à main éventuellement. Je vais le donner à mon fils qui habite un studio sans animaux, ni plantes vertes. Oubliez l’idee d’aspirer feuilles et poils sur tapis ou canapé.... le bon marché  est toujours trop cher...!
Les critères étoile sont totalement malhonnêtes : facilité d’utilisation, légèreté et bruit sont les seuls points forts. Mais il n’aspire pas ou très mal !! Donc il a beau être léger et facile d’urulisation Et ne pas faire de bruit: mon balai aussi !! 😂"
Elodie,"3,0",2 décembre 2018,"Pour être concis, je vais résumer ainsi mes impressions sur cet article :
Points positifs : Maniabilité - Petite brosse qui passe dans des endroits exigus - Présence d'accessoires - Possibilité de retirer le tube afin d'aspirer dans les escaliers ou dans la voiture. Tout se démonte et se remonte en un clic.
Point négatif (un seul) : Il faut l'utiliser en mode puissance maximum pour qu'il soit efficace. Donc, il se décharge très vite."
YT,"1,0",15 mai 2019,"En bref
J'aurais aimé ne pas avoir acheté cet aspirateur - j'ai payé 90 € pour quelque chose qui n'est pas assez puissant.
Puissance d'aspiration:
très peu performant - bon pour les poussières très légères. Vous voulez nettoyer des petits débris? Ce n'est tout simplement pas assez fort pour le nettoyer. De plus en n'aspirant pas les débris, il traîne par la bouche de l'aspirateur et risque de rayer le sol.
L'avantage de la faible puissance d'aspiration est… cela ne fait pas beaucoup de bruit.
Poignée:
La bouche est suffisamment maniable pour descendre sous les armoires et les étagères. Cependant, cela me semble un peu ""plastique"", ce qui me fait penser que cela ne fonctionnera pas dans quelques années.
Le long tuyau peut être détaché, même s’il n’est pas très convivial. C'est enfantin ou difficile à enlever, puisque tout est en plastique, je crains que ça casse un jour.
Retour:
Après un essai, je savais que cet achat était une erreur et je souhaitais revenir.
La norme de + 30 € de retour gratuit n'était pas une option semble-t-il par la suite.
J'avais demandé de retourner ceci, mais je devais payer le retour moi-même.
Recommandation:
Nous aimerions utiliser l'aspirateur sans le long tuyau, bien que la puissance d'aspiration étant très faible, il ne nettoie pas toutes les miettes de pain. Cela rend l'aspirateur presque inutile, alors je ne le recommanderais pas. c'est peut-être suffisant pour les pièces qui ne nécessitent qu'un nettoyage minimal (chambre), mais pour le salon ou la cuisine: impossible."
Tydel,"1,0",21 janvier 2019,"Cet aspirateur... n'aspire pas... S'il aspire, c'est au mieux jusqu'au moment où l'on appuie sur le bouton d'arrêt et tout ce qui est dans le tube redescend.
Sur les tapis ras, ça n'aspire presque même pas du tout.
Bref, hyper déçu. Pas cher mais ne sers à rien."
Pravisano Raphael,"4,0",18 janvier 2019,"Franchement quelle belle surprise.  JE ne m'attendais à pas grand chose en achetant cet aspirateur.  C'était un choix pas défaut cet achat pcq je ne me résignais pas à mettre 400 € pour un aspirateur.  Donc pour un tout petit peu plus cher qu'un dyson j'ai pris ce koenig ainsi que le xiaomi roborock.
Et quelle complémentarité.  Ce koenig est très facile d'utilisation, la batterie tient pas mal.  Et surtout niveau aspiration, il tient tout à fait la route, me récupère les poils de chien sur la moquette à l'aise.  La maintenance est aisée, pratique, bien pensée.  Franchement que du bonheur!!!
Je le recommande à tout le monde, surtout pour le prix.  Reste à bois sa robustesse dans le temps."
Client d'Amazon,"5,0",29 décembre 2018,"L'aspirateur est livré dans un emballage de qualité, le tout est bien protégé.
Après trois mois d'utilisation sur du parquet, je peux vous assurer qu'il est parfait pour un nettoyage quotidien de votre appartement.
Il est facile d'utilisation et possède deux vitesses d'aspiration. La base de chargement est très pratique.
L'autonomie est très largement suffisante. Je recharge l'aspirateur 1 fois par semaine pour une utilisation quotidienne. Je ne passe jamais en dessous des deux barres de batterie.
L'entretien de l'aspirateur se fait également très facilement. En effet le réservoir est entièrement démontable et peut être lavé à l'eau. La brosse électrique se démonte également pour enlever les cheveux ou fils.
Petit bémol sur les poussières de travaux (poudre de plâtre par exemple) qui ne sont pas très bien aspirées, mais ce n'est pas le but de cet aspirateur."
Thomas,"5,0",30 décembre 2018,"Après une petite dizaine de jours d'utilisation, je me demande comment j'ai pu me passer de cet aspirateur avant.
léger, très pratique, il remplace carrément le petit coup de balai et même plus je dirais.
Très bon complément à un aspirateur plus puissant, il fait bien le job...plutôt silencieux, esthétique et semble de bonne facture.
La vidange du réservoir à poussière est pratique, la batterie largement suffisante pour passer un petit coup. 2 vitesses d'aspiration, et pas besoin de maintenir le doigt sur le bouton d'allumage comme certaines marques. La brosse motorisée se démonte très facilement pour le nettoyage. A la base je voulais un aspi de ce style pour la cuisine et la salle à manger mais finalement je m'en sert pour la moitié de la maison vu son coté pratique.
Achat que je regrette pas pour l'instant donc je recommande si vous cherchez comme moi à remplacer la corvée du balai et en nettoyage rapide d'appoint."
magali o,"5,0",17 août 2018,Nous avons acheté cette aspirateur car nous avons un bébé de deux mois à la maison. C'est parfait l'aspirateur ne fait pas trop de bruit et aspire bien tous les types de sols et compris tapis. Il est très maniable ne prend pas beaucoup de place. Le seul point négatif c'est qu'une douleur au poignet peut arriver si on aspire trop longtemps.
Client d'Amazon,"5,0",29 août 2018,Bonjour acheté le samedi et reçu dimanche la semaine où Lidl sort son aspirateur sans fil à 79.90€ j’ai pris aussi celui de Lidl que j’ai rendu car il avait qu’un seul mode de puissance par rapport à celui ci ... suffisamment puissant pour mon intérieur et un peu ma voiture pour de petite nettoyage mais cela ne vaut pas un bon aspirateur à traîneaux ou celui de la station .... attention il aspire hein c’est pas du caca non plus ... mon Dyson dc35 avait la même puissance ... et le résultat reste visible ...
manii h.,"2,0",22 novembre 2018,"j ai pris cet aspirateur pour une petite surface (25 m), il est facile à utiliser mais pas très performant pour un vrai ménage.
il serait bien pour nettoyer  les petites particules ou miettes ... et la tige balai est assez difficile à retirer
c est une belle imitation de Dayson, mais pas aussi efficace et cela se justifie par son  prix nettement moins élevé."
Nanouck,"5,0",1 décembre 2018,"Très bon aspirateur d'appoint.
Utilisé tout les jours, il aspire très bien le sable, la terre, les poussières et même des objets plus lourds et long comme des petite feuilles, bout de papier...
Il a une aspiration de 7kpa mais se qui le rends efficace c'est la brosse motorisée tournante.
La batterie est suffisante pour passer un coup rapide dans ma maison de 150m2. Sinon je fais environ 60m2 soigneusement.
Attention cela reste un aspirateur d appoint car le bac de récupération reste petit, et sa puissance de 100w ne rivalise pas avec un aspi traîneau de 1500w (on s'en doute 😁).
Il est très léger (2.2kg ) et maniable.
Le support mural fait office de chargeur, il est donc toujours chargé avant utilisation.
Deux vitesses mais seule la plus forte est efficace (pas besoin de maintenir appuyé sur le bouton).
La brosse rotative se démonte facilement sans outil. (il y a une glissière pour déverrouiller)
Point négatif :ce n'est pas une aspiration cyclonique ce qui encrasse le filtre (lavable) rapidement. la qualité du clips de fermeture du réceptacle ne m inspire pas confiance. Ne tiens pas debout tout seul.
Point positif : il aspire bien sur carrelage et tapis à poils court. Support mural pratique (fonction chargeur). Silence. Poids léger. Maniabilité"
Charlotte,"4,0",25 mars 2019,"Evidemment, il ne remplacera jamais un gros aspirateur balai, mais pour le quotidien c'est parfait. Je l'utilise tout les jours autour de la litière du chat et pour les miettes au sol dans la cuisine. Il n'est pas très puissant mais pour un entretien régulier c'est parfait. Il est très pratique car léger et sans fils, parfait pour les escaliers ou pour faire l'étage (sans avoir à monter le gros aspirateur en haut). Je suis vraiment conquise par cet achat.
PS: le première aspirateur reçu a eu un soucis au niveau du chargeur, je l'ai donc renvoyé à amazon. Remboursement très rapide, j'ai pu donc le racheter. Maintenant plus aucun soucis de charge."
CASABIANCA PAUL,"1,0",29 août 2018,Peu puissant se bloque très souvent et il n’apprécie pas les cheveux des femmes ni le carrelage. Je décommanderai volontiers mon achat
Christian,"5,0",2 novembre 2018,"Produit reçu rapidement, et dans l’etat.
Rapide d’utilisation, assemblage et vidage du réservoir.
Points +
-Bruit presque inexistant (par rapport a mes anciens aspirateurs
- Tres magniable et modulable c’est excellent
Le seul point qui pourrait ne pas vous faire acheter ce produit c’est la puissance.. manque un tout petit peu de puissance mais pour mon utilisation (appartement de 39m2 avec un chat, et une femme) sa aspire tout d’un coup, sa laisse l’espace prope et la puissance est plus que suffisante.
Sa aspirer cheveux, poussière, gravier, bouts de terre etc.. sans aucun effort.
Pe: je remarque que le moteur chauffe un peu au bout de 20min d’utilisation  sur la vitesse maximale mais rien de dérangeant !"
cec8,"4,0",10 avril 2019,"J'ai acheté cet aspirateur balais car je ne supportais plus de sortir tout les jours mon aspirateur traineau (et je trouve qu'un balai classique sa sert à rien) ayant un bébé en bas âge ma maison doit etre propre.
Au vu des commentaires j'etais septique mais bon pourquoi ne pas essayer. Et ba franchement je suis agréablement surprise ! Facilement maniable, bonne autonomie (85m2 à la maison et je peux encore aspirer!), peu bruyant (au début rien du tout et à la 3ème utilisation petit bruit mais bien moins que mon aspirateur traineau!!) Et depuis stable.
Pour l'efficacité je suis super contente aussi ! Plus de miettes, pour ma part les grains de riz ont été aspirés donc je ne regrette pas mon achat !
Cela fait 3 semaines que je l'utilises chaque jour puis je le fais recharger une nuit sur 2 un peu près en sachant que la batterie n'est pas vide.
Je n'utilises plus mon aspirateur traineau et j'espère que cet aspirateur balai tiendra dans le temps car je ne peux plus m'en passer ! Même mon mari s'y met alors qu'il déteste les aspirateurs !
Concernant la livraison rien à dire : rapide et efficace !
Merci pour ce produit !"
simon,"1,0",27 avril 2019,"Acheté en aout 2018, il aspire......... oui  mais que les poussières.
Cela ferait un excellent slogan tant soit peu que ce soit pour le mettre en valeur, hors c'est vraiment ennuyant d'avoir à ressortir mon ancien aspirateur dés qu'il y a à un petit cailloux sur le tapis d'entré !!!! il n'est pas capable de l'aspiré, et s'il n'y avait que ca....
Passez votre chemin sur cet appareil car le balai aussi ramasse les poussières.... mais sans à avoir dépenser 90 euros  !!!
Je préférais remettre quelques sous en supplément et avoir un aspirateur plus efficace en aspirartion  que garder mon appareil.
Cordialement."
andre arnaud,"5,0",18 septembre 2018,"Commentaire pour mon deuxième achat, tellement simple de passer l'aspirateur, que ma femme handicapée, m'en a demandé un autre pour chaque étage. Un peu mécanique pour le nettoyage de l'appareil, mais tout reste positif, tant dans la commande, la livraison et une utilisation enfantine sans efforts. Du coup j'ai les aspirateurs à fils dans la cave..."
lydmil,"5,0",15 février 2019,"Reçu rapidement, colis un peu abîmé mais sans incidence sur le produit.
Maniabilité, légèreté, pas de tuyau ni de fil qui vous encombre. 2 puissances d’aspiration, la première fait  très bien le travail avec un bruit très satisfaisant, un peu plus de bruit pour la deuxième mais moins que mon aspi traîneau actuel. On n’hésite pas à l’attraper comme on le fait avec un balai pour passer un petit coup vite fait bien fait ! L’autonomie de la batterie  tient ses promesses : attention les 40 mn sont pour la vitesse 1, seulement 25 mn pour la vitesse 2, mais franchement pour un appartement de 80 m2, c’est suffisant. La brosse rotative attrape vraiment la poussière sur le carrelage et les tapis.
La cuve se vide très facilement et l’entretien du filtre aussi, démontage rapide de l’appareil.
Pour être honnête, ça reste du ménage mais ça le rend moins contraignant et désagréable.
À voir sur la durée mais pour le moment, je suis très satisfaite de cet achat à ce prix  là."
Charlotte Gazarian,"4,0",24 juillet 2018,"L'aspirateur est pratique et facile à manier. Mais il n'est pas très puissant donc sa me semble être bien pour enlever des miettes ou quelques poils de chien, les escaliers aussi mais pour le plus gros il vaut mieux avoir un aspirateur traditionnel. À voir à la longue car nous ne l'utilisons que depuis quelques jours."
Terrine,"5,0",9 juin 2018,"Testé après l'avoir reçu. Très pratique, peu encombrant, léger, maniable et surtout très silencieux ! La brosse se démonte entièrement pour le nettoyage ce qui est parfait pour les cheveux entremêlés dans la brosse"
agenis marc,"3,0",3 décembre 2018,"une bon équivalent du ""Dyson"" mais avec un niveau de puissance vraiment faible.
points forts: le bruit très bas, on peut aspirer avec un bébé qui dort dans la pièce à coté.
point faible: la puissance d'aspiration laisse vraiment à désirer
on ne peut pas empecher les brosses de tourner, donc sur les tapis ca accroche des kilos de moumoute..."
Sylvain,"5,0",1 juin 2018,Il fonctionne toujours lol franchement bon rapport qualité-prix pas trop lourd elle est assez bonne autonomie trentaine de minutes facile permet de faire une surface approximative de 80 mètres carrés au la main ma belle-mère est ravie !!!
JérômeV,"4,0",14 mai 2019,"Je cherchais un aspirateur qui pouvait se substituer à mon modèle traineau sans sac que je dois branché et en bout de câble, le débrancher pour le rebrancher sur une autre prise. La galère (que tout le monde connait) !!!
Je voulais un bon compromis entre prix et efficacité. J'ai trouvé l'UP600 de Koenig.
C'est un appareil léger, très efficace et très maniable.
Son aspiration et sa brosse rotative sont très bonnes. Je l'ai testé sur carrelage, parquet, tapis et moquette. Mais gare aux cheveux longs qui se prennent dans la brosse. Le système rapide de démontage permet un nettoyage rapide.
Le support de charge se fixe au mur, à l'aide de 4 vis et il tient fermement.
L'autonomie, selon la vitesse choisie, est d'environ 45 minutes.
Le seul point négatif pourrait être les pièces détachées. Facilité pour s'en procurer ?????
En tout cas, je le recommande vivement. Et depuis que je l'ai, ma femme est ravie car c'est moi qui m'en sert le plus."
Socamalexine,"1,0",30 septembre 2018,"Malheureusement la tête rotative ne marche déjà plus bout de trois semaines d'utilisation ! 2 cassé consécutives derrière de la poignet moteur je déconseille ce produit
Sav réactif !
Mais malgrés cela une nouvelle panne... Encore une pièce renvoyée par le Sav.
Je ne recommande pas aspire uniquement les cheveux et moutons de poussière mais pas les miettes ou petits cailloux croquettes etc..."
Client d'Amazon,"3,0",4 mai 2019,"Je suis déçu par cet aspirateur. L'équilibre entre le poids du moteur (en haut) et le pied est très mauvais. Cela rend l'utilisation difficile. Le pied pivote dans tous les senses donc la maniabilité est réduite. La puissance d'aspiration est très moyen. J'ai eu aspirateur similaire, d'une autre marque, qui m'a coûté la moitié et c'était pareil mais pour 40€, je ne m'attendais pas à grand-chose. Pourtant je connais cette marque et je suis très contente des autres équipements que j'ai acheté chez eux. Dommage, mais je ne peux pas recommander."
Clara,"5,0",15 janvier 2019,"Aspirateur actuellement le plus léger du commerce  donc très maniable, aspire très bien, très efficace !
Achat en complément de notre aspirateur robot il est parfait!
La batterie tient très bien, je peux faire 150 m2 à pleine puissance incluant des escaliers et deux tapis....
Pas besoin d acheter un dyson à ce prix et à cette qualité !
Évidemment nous n'avons pas encore le recul de l usure temporelle, peut-être qu il ne fonctionnera plus si bien dans quelques temps, de même pour la batterie mais pour l instant nous en sommes ravis !
Ma mère l a acheté illico après l avoir testé !"
cathou91,"5,0",13 février 2019,"Très pratique en aspirateur d appoint.
Bonne qualité d aspiration, léger et très maniable. Mes enfants l adorent et passent maintenant  régulièrement l aspirateur !!!
Il aspire bien les poils longs de chien.mais il faut faire attention a ce que les poils ne bloquent pas la brosse rotative.
Je suis vraiment ravie et agréablement surprise des performances de cet aspirateur !"
Johanna. S,"4,0",27 octobre 2018,"Satisfaite de cet aspirateur > bon rapport qualité / prix !  Facile d'utilisation, léger, pas trop bruyant, recharge rapidement et se décharge normalement. Système d'aspiration à 2 vitesses... en normal pour toute la maison et plus fort pour les tapis par exemple. Contente de cet aspirateur et ne regrette pas ce choix. Convient vraiment au petit budget avec qualité correcte. Le Dyson est sûrement mieux en terme d'aspiration et qualité des matériaux mais coûte beaucoup trop cher !"
jess,"5,0",27 février 2019,"Je suis plus que satisfaite de ce produit. Ça fait plusieurs mois que je l'utilise en remplacement de l'ancien il est top. La seule chose qu'il me manque comparer à l'autre c'est la lumière au niveau de la brosse rotative. Pour voir certaines saletés cachées.
Mais fait très bien son travail"
Client d'Amazon,"3,0",9 novembre 2018,Pratique pour une utilisation quotidienne mais pas pour faire le grand ménage. Très dur pour enlever le manche je dois demander à mon conjoint. Très léger et malléable par contre pas adapté pour les grandes personnes car manche bon réglable en hauteur.
Amazon Customer,"5,0",30 août 2018,"N
Super aspirateur , on a l’impression de s’amuser et non de faire le ménage. Ma voisine en veut un....! Enfin au moins une de mes voisines! Seul petit bémol, l’embout pour faire les escaliers et beaucoup trop petit, uniquement 3cm! Donc ça prend 4 fois plus de temps qu’avec mon anvien appareil ou un balai? Dommage avec un petit de morceau de plastique en plus cet article aurait été parfait."
Gery MEDEZ,"5,0",17 février 2018,Top ça devient un plaisir de passer l’aspirateur ! Sans bruit et avec une aspiration normale ! A voir dans la durée ! Je recommande !!!
Anais,"5,0",15 mars 2019,"J'ai remplacé  mon petit aspirateur sans manche avec celui-ci et j'en suis très très satisfaite. C'est plus aisé, sans se baisser et la preuve, je ne le passe plus,  mon mari me devance et le passe avec plaisir. C'est indispensable entre deux nettoyages plus importants qui nécessitent un gros aspirateur. Pour petit qu'il soit, il est bien efficace."
laet42,"5,0",9 mai 2019,"L'aspirateur est très maniable pour le sol, les escaliers et les murs... La puissance d'aspiration est au top autant sur les tapis que sur le parquet.... Il est parfait sur toutes les saletés du quotidien (miettes, terres, poussière....).J'ai un chat et cet aspirateur est nickel pour les poils et les grains de litière...  Cet aspirateur balai sans fil m'a agréablement surprise, je recommande +++"
