user,rating,date,review
mestres paulette,"5,0",25 décembre 2018,"aspirateur léger  j'avais regardé les avis  vraiment au top pour moi
Je l'ai reçu en avance et avant Noel  le bruit il fait moin de bruit que mon ancien asti pour les sols durs super moquette aussi en un mot pour le prix il est comparable à un premier prix d'une grande marque beaucoup plus cher  ;Je recommande"
Bruno Bulteau,"5,0",21 septembre 2018,"Plus que conquise par le produit ! Rapport qualité / prix imbattable. De nombreux accessoires, aspiration très (très !) honorable, et contrairement à ce que j’ai pu lire sur certains commentaires, le fil n’est pas si court :) Seul bémol, le poids, mais c’est vraiment pour lui trouver un petit quelque chose à redire ! Merci Amazon ❤️"
Kirik Emie,"5,0",15 mars 2018,"Aspirateur parfait. Pas cher, peu bruyant et possède une forte puissance d’aspiration. Jamais déçu avec Amazon. Il est en plus très pratique car il est de petite taille."
Lilo,"4,0",13 janvier 2019,"Quand l’aspirateur de tes parents tombent en panne et que tu ne sais quoi leur offrir, fonce et offre leur  en un!  Le côté compact et léger de l’appreil sont un gros plus. Ajoutez à cela qu’il n’y a pas besoin de se prendre la tête sur l’achat et le changement de sac. On ouvre, on vide, on referme et le tour est joué. Par contre, il est dommage de ne pas pouvoir régler la puissance. Cela étant pour le prix il ne faut pas chipoter. Il fait son job est c’est bien tout ce qu’on lui demande."
Sébastien,"5,0",13 mars 2019,"J'ai choisi cet aspirateur parce qu'il est un amazonBasics et je voulais essayer.
Je l'ai reçu dans un colis standart d'amazon dans les délais annoncés.
Je trouve le design de cet aspirateur simple et sympa, on va à l'essentiel.
Seulement deux boutons, un pour l'allumer et l'autre pour le fil.
Il ne fait pas beaucoup de bruit, il est légers, il roule bien et surtout il aspire bien, aucun problème pour aspirer une pièce de 1 euro!!.
Plusieurs article sont fournis en plus de la brosse standart.
Le bac est facile à vider.
Je vous recommande cet article"
Kizu,"1,0",9 juin 2019,"J'ai suivis tous les coms et jme suis dis : rapport qualité prix imbattable jme lance !
Un aspirateur est sensé faire quoi ? Aspirer ? Visiblement pas celui que j'ai... après 1 an d'utilisation rageante je me permet de déposer une évaluation catastrophique ! Il aspire que dalle ! J'ai beau le démonter, nettoyer totalement, l'aspiration est nulle de chez nulle !!! Un potin de tous les diables pour que dalle, ben c'est terminé on ne m'y reprendra plus !!! Si vous voulez de la puissance et de l'aspiration passez votre chemin !"
Céline Kahouadji,"5,0",10 mai 2019,"Super contente de mon achat! Alors puissant, efficace sur tapis, carrelage et parquet, maniable, longueur du fil assez longue pour que je n’ai pas à la rebrancher 50 fois (c’était mon soucis avec l’ancien aspirateur d’une autre marque premier prix d’une grande surface). Avant ça, j’ai testé Dyson et Dirt Devil et soucis d’autonomie pour le premier et problème d’aspiration pour le second.
Je ne voulais pas investir un bras et être déçue alors j’ai tenté celui-ci. Ravie, à voir dans le temps - je posterai un nouveau commentaire si vous le souhaitez!"
alain,"5,0",7 août 2018,"Très content de notre achat. Beaucoup de points de comparaison avec notre Dyson mais beaucoup moins cher, plus silencieux et un peu moins puissant.
Un petit reproche : le fil d alimentation électrique est un peu court et nécessite une rallonge pour les grandes pièces."
loulou,"5,0",2 juin 2019,"Je suis ravie de mon achat. Aspirateur tout petit mais efficace ! Il se vide facilement, maniable et léger, plusieurs accessoires sont fournis Petits bémols: le cordon bien trop court, le rangement pas pratique car pas à la verticale et un peu bruyant à mon goût comparé à mon précédent aspirateur et enfin on ne peut pas régler la puissance d’aspiration vraiment dommage
A ce prix là c’est vraiment pas mal quand même
A voir sur le long terme avec un usage quotidien s il reste performant"
Sylvain,"5,0",1 juin 2018,Ce n'est pas un Dyson je vous l'accorde mais il a un très bon pouvoir d'absorption et ça je l'ai vérifié au premier coup d'aspirateur on voit tout de suite la différence avec le vieux cousins qu'on avait avant. Très bon rapport qualité-prix je ne suis point déçu
Guillaume,"3,0",4 avril 2019,"Bonjour,
Qui dit avoir un chat, dit fatalement avoir des poils partout sur vos tapis et canapé sans oublier les meubles. Mon précédent aspirateur a rendu l'âme et me voilà un quête d'un successeur. Comment ramasser tous ces poils (il n'y a pas que le chat) simplement et avec un budget modique ? Cet aspirateur remplit correctement sa tâche : simple et intuitif à l'usage pas la peine de lire un manuel et d'avoir fait bac+10 en gestion électronique. Du bruit ? Ça reste un aspirateur donc effectivement il génère du bruit mais qui reste correct en vue de la puissance exercée. J'ai des escalier et aspiré dans les escaliers quand on est dépourvu des muscles d'un bodybuilder c'est compliqué ! Oui mais il est léger alors mes maigres muscles ont pu aisément le traîné. Bémol très peu pratique pour les endroits exigus. Bref, aspirez bien :)"
Sofia,"3,0",16 janvier 2019,"Malheureusement il aspire pas bien malgré les références et détails indiqués sur le produit, du bruit et pas économe d’énergie."
Anne-Laure C,"5,0",12 novembre 2018,"Excellent, il a tout d’un grand et un tout petit prix. Parfait"
alexandra ,"1,0",19 mars 2019,Bluffée au début en ce qui concerne la puissance de l aspiration mais j ai rapidement déchanté au bout d'un mois...je ne fais que nettoyer les filtres tant l aspiration n est plus là...
Client d'Amazon,"5,0",12 septembre 2018,"Reçu ce jour même et testé dans la foulée puis ... approuvé ! Ayant un chat et un aspirateur balai, cet aspirateur à une très bonne puissance niveau aspiration et plusieurs accessoires très pratiques pour aspirer différentes surfaces. J ai commandé l'ancienne version et je le recommande totalement bon rapport qualité prix."
skywhisk,"4,0",14 janvier 2019,"Bon pour le prix j'étais vraiment septique, mais vu les commentaires, je me suis laissé aller, et je ne  regrette pas:
Très silencieux par rapport à mon vieux Tornado !!!
Aspire vraiment bien , sur sol dur, pas essayé sur moquette, le fil est assez long, le bac se vide simplement.
Par contre, la puissance n'est pas réglable, il n'y pas de rangement pour les accessoires.
Pour le prix - de 50 euros, c'est top !"
jos,"5,0",6 août 2018,"Je vais être court. Cet aspirateur est excellent. Très bonne aspiration, économique en énergie et en sacs car justement pas de sacs, bruit maitrisé.
Il en fait bien plus que des beaucoup plus chers."
Laurent,"5,0",17 octobre 2018,"Super aspirateur, j'en suis très satisfaite, il est petit, maniable, les accessoires livrés avec son pratique, l'aspiration est puissante et pas très bruyante.
Je recommande vraiment pour le prix je trouve qu'il est de grande qualité."
Marie-Christine Carbonnet,"4,0",11 février 2019,"Les avis m' ont incitée à  acheter cet aspirateur et je ne suis pas du tout déçue.  Léger  et maniable, très  facile à  vider et à replacer, contrairement à  d'autres, il se range dans un petit espace. Plusieurs brosses pour tout faire il aspire très  bien sur moquette et planchers. Je suis très  satisfaite et pense qu'il est de bonne qualité  et durera longtemps. On paie son efficacité,  pas son look tout simple. :))"
D.S,"5,0",2 avril 2018,"Alors j'eatais un peu perplexe vu certains commentaires et le prix, mais depuis plus d'un mois d'utilisation quotidienne je dois avouer que cet aspirateur est genial! Il aspire plus que mon ancien aspirateur karsher, super simple a vider et de tres bonne qualité!"
Client Kindle,"5,0",12 mars 2019,"Je lui met 5 étoiles, non pas parce aue c'est le meilleur aspirateur du monde ou que c'est impossible de trouvé mieux, mais parce qu'il correspond parfaitement à ce que j'attendais: un petit aspirateur pour nettoyer  de faible surface sans sacrifier le résultat ou me ruiner. Si comme moi vous cherchez un aspirateur pour un appart étudiant ou tout autre petit logement pas forcément en super état c'est un bon produit pas cher mais nettoye bien et se range facilement."
Client d'Amazon,"1,0",24 septembre 2018,Très déçus 3 semaines que j'ai le produit et celui fonctionne déjà plus
Laurine57400,"5,0",22 janvier 2019,"Super contente de mon achat ! Aspire super bien et avec le reglage de la puissance d'aspiration avec l'ouverture d'aeration cela est très facile d'utilisation !
Tous les accessoires livrés sont aussi très agréable d'utilisation.
Câble assez grand pour mon 50m2 !
Pour le moment rien à dire sur cet achat je suis ravi ! Et recommande !"
Client d'Amazon,"5,0",1 août 2018,"premier essai ce matin : produit tout à fait conforme à l'attendu, belle performance et silencieux. très étonné du rapport qualité prix, pas la peine de dépenser des centaines d'euros, très satisfait"
TRAN,"5,0",26 mai 2019,"J'ai hésité entre celuo-ci et un Philips, et finalement j'ai décidé de le prendre. Pour le prix, il est imbattable!! Aspire parfaitement. Plusieurs brosses pour plusieurs surfaces. Filtre lavable et très solide. Bonne puissance, je n'aurai pas besoin d'une puissance plus élevé. Longueur du fil est parfait pour moi, mais plus long aurait été toujours bienvenu. Bref, rien à repocher, je vous recommabde vivement!"
charlottesaidah,"5,0",13 janvier 2019,"Je suis maniaque et mon ancien aspirateur (Hoover) m'ayant déçu et lâché du jour au lendemain il fallait que j'en commande un nouveau rapidement ! J'ai commandé celui ci en me basant sur les notes et commentaires et je ne suis pas déçue ! Livraison rapide, léger, design, ne fait pas trop de bruit et très bonne aspiration (parquet, carrelage etc) j'en suis très satisfaite surtout au vu de son petit prix.
A voir dans la durée car je l'utilise presque quotidiennement"
alain,"5,0",7 octobre 2018,Je suis très satisfait de ce produit léger pratique je le recommande autour de moi
PHILIPPE E.,"5,0",3 décembre 2018,Fonctionne très bien. Facile à vider et à nettoyer. Pour ce prix c'est parfait.
virginie m,"4,0",20 mai 2019,J avais acheté un aspirateur balai le mois dernier (à priori une super promo - à 100e quand même) mais ça n aspirait rien. Je ne voulais pas remettre trop cher dans un aspirateur alors J ai commandé celui la. Il fait son job. Il est très léger. Très simple d'utilisation. Facile à vider et en plus sans sac. Niveau prix c est très compétitif !
Client d'Amazon,"5,0",21 mars 2019,"Franchement un aspirateur au top surtout vu son prix
Le bruit est plus que raisonnable et sa puissance d aspiration au top que ce soit sur les tapis parquet ou carrelage
Je ne regrette pas mon achat et le recommande les yeux fermés
Très bonne qualité
Facile d utilisation et d entretien
J’ai enfin trouvé un aspirateur qui me convient !!!"
Dorvault Malou,"5,0",10 mai 2019,"Alors avant j'avais un aspirateur.. Nul.
Du coup j'ai commandé celui là au vu des commentaires et je ne suis pas déçue.
Aspiration est très puissante et réglable, les embouts fournis avec sont geniaux et niveau bruit ça va. Le seul bémol c'est la maniabilité, il n'est pas compacte, il faut donc de la place pour le ranger."
One Punch Girl,"5,0",8 mars 2019,"Cherchant un aspirateur pas trop cher et un bon service client, j'ai opté pour celui-ci.
Poids léger, bruit correct, force impeccable pour mes besoins mais petit bémol sur la longueur du manche qui est un peu courte pour les grandes tailles.
A nettoyer après chaque utilisation afin de le préserver."
solvdwl,"5,0",23 mars 2019,"acheter comme premier aspirateur , les avis m'ont décidés, et je suis ravie
+prix très raisonnable  ( ce qui me faisais hésiter)
+aspire bien : parquet, moquette( embout et mode adapté ) ou carrelage
+ergonomique : manche avec longueur adaptable,  divers embouts, le câble se rentre intégralement dans l'appareil
- il faut très régulièrement vider le conteneur à poussières"
sebastien ribaute,"5,0",7 août 2018,Pour le début produit génial j avais un peux peur mais agreablement surprit a voir sur le long therme
Client,"5,0",20 février 2019,"Il ne fait pas trop de bruit , il est facile à utiliser , facile à vider , je trouve la longueur de prise suffisante et est parfait niveau aspiration ayant une chienne qui perd beaucoup de poils c'est appréciable et de plus il est léger et facile à manier et à nettoyer . Je suis pleinement satisfaite de mon achat ."
butch cassidy,"1,0",18 mars 2019,"Très faible puissance, n'aspire rien. Je déconseille fortement."
Marie,"5,0",18 avril 2019,"Testé sur parquet, tapis et moquette, vraiment un excellent achat pour un prix très raisonnable ! Le seul bémol que j'emets c'est la poignée pour le porter (lorsque je fais les escaliers) qui fait une sorte de perte de puissance à cause d'une espèce de prise d'air... Enfin c'est un petit problème auquel il faudra palier..mais je recommande malgré tout cet achat !"
Angelique ,"1,0",21 mars 2019,"Je déconseille fortement ce produit qui ne sert à rien ! Il n'aspire pas du tout ! Il pousse les saletés, et si vous avez un tapis ou des canapés à aspirer oubliez cet aspirateur ! Je suis extrêmement déçue ! Il va finir à aspirateur pour travaux."
Chris34,"5,0",5 juin 2019,"Agréablement surprise par la légèreté et l'efficacité de ce petit aspirateur sans sac(sur carrelage, lino, tapis et gazon synthétique). Assez silencieux, il aspire parfaitement même dans les coins. Après m'être ruinée dans des aspirateurs sans sac et sans fil qui ne fonctionnaient plus au bout d'un an et demi, ravie de mon achat économique.!  Malgré un fil assez court, si vous avez plusieurs prises dans une grande pièce, il suffit de débrancher / rebrancher pour poursuivre le ménage!"
RRG,"3,0",2 juin 2019,"J'utilise cet aspirateur pour mon appartement de 80 m2. Il est petit donc facilement maniable mais le fil est un peu petit donc il faut souvent changer de prise. Il y a plusieurs accessoires, mais les poils de la brosse sont trop petits à mon goût.  Il a une bonne puissance et le bruit d'aspiration est raisonnable."
Nicolas,"5,0",1 mars 2019,Aspirateur qui et arriver dans un gros carton bien emballé première utilisation il sentais un peu le chaud mais il et neuf donc c’est normal et je m’en sert tout les jours pour aspirer ma maison aucun soucis il aspire aussi bien les tapis que le carrelage et le parquet c’est nickel ! Facile à vider manche un peu petit mais ça le fait il suffie de le tenir plus haut et à deux main je le recommande
Client d'Amazon,"5,0",23 novembre 2018,"Aspirateur efficace, maniable bien mieux que des modèles de marques ""réputées"" à plus de 100 euros ! un seul bémol : le fil un peu trop court...mais il en vaut vraiment la peine !"
Mécontent,"5,0",27 avril 2019,"Utilisé sur du parquet moderne dans un appartement de 45 m². Fait le job. Fonctionne également très bien sur mes tapis (poils court).
Le seul soucis serait que le cordon est un peu court.
L'aspirateur est léger, maniable, l'aspiration est pas trop mal, le niveau de bruit est satisfaisant (après ça ne dure pas longtemps vu la taille de mon appartement)."
Vincent,"5,0",13 mai 2019,"Petit aspirateur  génial, il aspire très  bien, il est silencieux le son n est pas aigu comme certain de ces congénères . Très  facile d 'utilisation. Je le recommande. Il à  tout d un grand. Mon seul bémol serait la longueur  du fil, mais bon pour le prix je le trouve remarquable."
Samy.G,"5,0",15 mars 2019,"Exactement ce que je recherchais, il est petit (j'ai pris le 1L5), aspire bien, facile à déplacer grâce à sa légèreté, et je trouve le niveau sonore correct. Très satisfaite de mon achat, je recommande."
Gad,"5,0",27 décembre 2018,"aspirateur très pratique, pas de sacs , hygiénique car on peut le vider après usage , très efficace et maniable, bonne performance"
sinatra2,"4,0",16 août 2018,"Ne rien attendre d'extraordinaire. L'aspiration manque de puissance, mais ça peut aller quand même. Pour le prix, il ne fallait pas attendre plus : donc, on sait ce que l'on achète et cela peut suffire si l'on ne recherche pas la performance."
Mephisto,"4,0",1 octobre 2018,"Bon petit aspirateur. Matériaux de bonne qualité.
Il lui manque juste un peu de puissance pour être très satisfaisant"
Client d'Amazon,"4,0",1 juin 2019,"Aspirateur léger (le mien avait plus de 10 ans), bonne aspiration, ce modèle sans sac est très pratique c'est la première fois que j'essaie un sans sac. Il me semble que l'aspiration pourrait être meilleure mais compte tenu du prix il a un très bon rapport qualité/ prix.  Il est très léger et agréable à utiliser.  Je l'ai acheté en complément d'un robot aspirateur et du coup cest un produit idéal et pas cher ! Je recommande !"
Anne,"5,0",19 septembre 2018,"Utilisation dans un petit appartement, pour 1 résidence secondaire, aussi bien sur carrelage/lino que sur la moquette (je précise que j'ai un chien a poil long), peu bruyant, et ne prend pas de place ...
Je recommande"
Chloé,"5,0",28 février 2019,"Aspirateur parfaitement adapté aux petites surfaces de par sa puissance et la longueur de son câble. Livré avec plusieurs têtes différentes chacune adaptée à un type de surface (ex: tapis, plinthes, recoins etc.)
Je recommande pour le prix, à voir dans le temps."
Nicole M,"5,0",5 novembre 2018,"Cela fait plus d'un mois que j'utilise cet aspirateur qui correspond tout à fait à mes attentes, léger, silencieux, très efficace: facile d'utilisation, tous les accessoires s'adaptent très facilement, sans effort...c'est le meilleur aspirateur que j'ai acquis jusqu'à présent et pourtant un des moins chers...je recommande sans hésitation"
Client d'Amazon,"5,0",19 février 2019,"Aspirateur génial, utilisation quotidienne avec des animaux et enfant. Fait très bien son job, puissant et silencieux,  bonne prise en main, solide et de bonne qualité très simple d'utilisation et léger.  Je recommande."
Taboo,"5,0",16 février 2019,"Je cherchais un aspirateur léger, peu encombrant et peu gourmand en énergie pour l'utiliser à bord de mon voilier.
Je suis satisfait à tous points de vue. Le fait qu'il n'y ait pas à se soucier de trouver des sacs compatibles est un gros plus.
Il est arrivé parfaitement emballé et est doté d'une foule d'accessoires.
Je pense qu'il mérite ses cinq étoiles."
Client d'Amazon,"4,0",5 janvier 2019,Très bon aspirateur pour le prix petit hic le réservoir qu'il faut vider assez souvent car vite rempli et ralentit les performances de l'aspirateur
Davidoo,"5,0",10 janvier 2019,"Acheter en remplacement d'un LG qui a rendu l'âme, je ne regrette en rien l'achat.
Très silencieux, puissance d'aspiration confortable et facilité d'entretien."
Naud,"4,0",22 février 2019,"bon rapport qualité prix silencieux, ergonomique mais attention car manche un peu court pour les grands qui doivent se plier
perte d'aspiration quand on le porte par la poignée"
claurice,"5,0",18 avril 2019,"Pas une grand contenance dans le bac de récupération, pour une grande maison, il faudra le vider plusieurs fois.
Pas trop bruyant, point fort !
Bien dans l'ensemble."
Lecoq,"5,0",1 janvier 2019,Très bon produit ..... étonnant pour le prix
giraudeau,"5,0",10 janvier 2019,"Ce que j'aime : sa facilité d utilisation, la légèreté du manche, les divers types d'embouts, la longueur suffisante du câble, le design. Seul petit détail : puissance satisfaisante mais pas de possibilité de la regler"
FRED,"5,0",9 mai 2019,"Bien sûr, le truc fait du bruit (enfin pas trop), il est ""assez"" maniable... mais tout de même, rapport qualité prix : imbattable."
valière,"5,0",1 avril 2019,"c'est un cadeau pour une maman qui a 94 ans, il est pratique et surtout léger, elle en est très contente. C'est un achat très satisfaisant"
Lilie Bell,"5,0",14 avril 2019,J'ai reçu l'aspirateur dans le délai prévu et en très bon état. Il est très fonctionnel sans faire trop de bruit avec une bonne puissance et le câble d'alimentation est suffisamment long. Pratique avec ses nombreux accessoires qui peuvent être accrochés sur la canne d'aspiration et facile à vider. Je l'ai utilisé pour ma maison et ma voiture. Je suis vraiment satisfaite de mon achat. À voir dans le temps...
