user,rating,date,review
Rafa 66,"5,0",14 février 2019,"Super produit cadeau pour les gosses
Apparemment ils en sont très content ! Belles photos et mémoire largement assez grande
Je recommande
Après insertion de la carte Sim le téléphone change seul de langue et voilà c'est fini"
Andrés ,"4,0",27 février 2019,"Après 3 semaines de utilisation, je peux dire que c'est un bon portable, bon appareil photo, assez fluide, je le met pas 5 etoiles car le lecteur d'empreintes ne marche pas très bien, il est pas très sensible."
carmen luque bertrand,"5,0",4 mars 2019,La prise en main est un peu déroutante quand on s'aperçoit que la langue nous est inconnue mais tout rentre dans l'ordre dès que l'on change la langue.pour le reste la qualité Samsung sans problème
Katya,"5,0",5 février 2019,"Reçu Très bien emballer, super portable qualité image photos au top du top, par contre j'ai du découper ma Sim pour en faire une nano , avec un tuto sur you tube nickel. Très heureuse de mon achat rien à redire"
HB,"5,0",4 avril 2019,je suis très content de mon achats pour se Samsung a7 64GB il est débloqué free et internationale il fonctionne très bien la livraison a était respecter je remerci Amazon et le vendeur 👍🏼
Valérie ,"4,0",25 mai 2019,"Dans un premier temps la qualité du service: PARFAIT, commande le vendredi au soir, réception le lundi, vraiment rapide
La boîte du téléphone est bien emballée. Le contenu n'est pas abîmé, le téléphone est intact, il y a tous l'équipement (dommage que les écouteurs soient simples). C'était le bon modèle niveau couleur (noir), carte (dual) nano sim, version (internationale) ...
Au niveau du service Amazon il n'y a rien a dire c'est vraiment agréable ! De même pour le produit, il est très maniable, facile à utilisé, avec ses petits plus: lecteur empreinte digital, reconnaissance faciale, ses 3 objectifs qui font de beaux cliché ( c'est vraiment son petit plus) avec aussi son grand espace de stockage et la batterie se recharge très vite.
Néanmoins je relève un seul grand problème que j'ai pu avoir, celui de la carte nano sim, il s'agit de la carte sim rétrécit au maximum qui prend donc peu de place, seulement il a fallu la découper pour la faire rentrer et cela était un peu risqué étant donné qu'il faut être précis. Mais pas de panique en cherchant des tutos ou imprimant une feuille marqué de repère trouvable sur internet on peut régler ce problème! Un dernier point positif: son prix qui est largement inférieur à celui des magasins de grandes surface qui le propose aux environ de 350 euros."
maurice corvino,"4,0",7 janvier 2019,téléphone simple d'utilisation et de bonne qualité dans beaucoup de domaines...
Patrick Vonthron,"5,0",5 avril 2019,"Excellent smartphone, après un achat chinois pour remplacer mon ancien téléphone et retour grâce à la politique Amazon je me suis retourné vers Samsung dont la qualité n'appelle pas de commentaire négatif. Facile d’utilisation, la qualité des photos est très bonne et il remplace aisément un appareil photo. Je le recommande à acheter sans hésitation dans cette gamme de prix!"
angel,"5,0",20 février 2019,L ancien tel que j ai eu a eu une fissure a l interieur meme de l ecran...pas l exterieur. Mais j ai repris le.meme car il est excellent.
Henid,"1,0",19 avril 2019,"J'ai reçu la boîte vide pas de téléphone que le chargeur heureusement que j'ai ouvert le colis devant le  livreur,très déçue, je pense plus acheter chez Amazon des objets  de valeur"
Metta,"5,0",5 mai 2019,"J'avais un A5. Je suis passé au A7.
Taille plus grande mais optimale.
Toutes les fonctions sont faciles d'accès et une très bonne autonomie.
Vraiment, pourquoi dépenser plus pour avoir des fonctions dont on ne se sert pas."
Vicky,"5,0",2 mai 2019,"Très beau téléphone, reçu le lendemain de la commande. Son écran super amoled donne une très belle définition aux images. Facile de prise en main, il répond totalement à mes attentes et son prix actuel m'a permis de m'offrir un téléphone d'une gamme supérieure à mon Asus zenfone 4 max. Aucun regret ."
octeville joel,"5,0",17 décembre 2018,Rien à dire
photographe amateur averti,"4,0",8 juin 2019,après deux mois de service ce smartphone donne toutes satisfactions. De nombreuses fonctions parfois complexes a utiliser. Très bon pour la photo avec camera et appareil photo et l'appli Galerie très performante mais assez complexe (comment avoir un mode d'emploi?).
zakaria,"5,0",16 mars 2019,"Je l'ai acheter en cadeau pour ma mère elle est pleinement satisfaite et moi aussi pour me coup livraison très rapide , il est en allemand faut le changer en français dans les paramètres"
"""rafabdx""","5,0",5 mars 2019,"Un téléphone neuf, de marque à un prix intermédiaire. Ayant depuis des années acheté des marques émergentes je constate que la qualité générale du A7 est supérieure. Que ce soit en fluidité, stabilité des connexions WiFi ou Bluetooth et même de qualité du signal."
BEN H.,"1,0",15 mai 2019,J'ai même pas ouvert le boitier que c'est Ecrit carte sim européenne seulement alors que j'ai commandé une version internationale pour l'offrir à ma famille en Tunisie ! Je suis très déçue pourtant j'étais contente de payer sur 4 fois ! si quelqu'un sais comment résoudre ce problème sans rendre le téléphone ça me fera gagner du temps ! merci
C. Christophe,"4,0",10 mars 2019,"J'utilise ce smartphone depuis quatre mois sans aucun souci.
Le système est réactif et l'écran agréable.
Pour un smartphone milieu de gamme c'est très bien.
Si j'avais une critique à faire ce serait l'absence d'USB type C."
Louichet,"5,0",5 juin 2019,"Mon premier Samsung, je ne suis vraiment pas déçu par ce téléphone.
Il est beau, plutôt grand tout en restant pas trop encombrant.
Assez fluide et performant.
Pourquoi mettre plus chères quand on peut avoir ce genre d'appareils !"
Florentin,"5,0",17 mars 2019,Très bon smartphone pour un milieu de gamme de Samsung bonne prise en main écran de 6 pouce appareil photo 24+8+5 mp autonomie de batterie environ 2jours en allant sur les réseau et autre moyen avec une utilisation normale . Tresbon produit je le recommande vivement !!!
gelly,"5,0",10 juin 2019,"Emballage non ouvert. 1ere surprise en ouvrant, une coque transparente arrière est fournie. emplacement pour 2 cartes nano sim. Mise en route très facile, en français. Des notifications au fil du temps vous explique le fonctionnement de l'appareil. Photo de 5 à 24 méga selon le format. Un bémol; le chargeur est international, je vais devoir changer mes prises électriques."
jacques1908,"5,0",17 mars 2019,"correspond tout à fait à ce que j'attendais. Produit facile a utiliser, intuitif, chargement des anciennes appli automatique (ou presque)"
gilles B,"5,0",10 mai 2019,"acheté pour remplacer un J5 trop plein (16 gigas), bonne expérience, bonne prise en main, affichage LTE qui surprend au début (en remplacement de 4G), produit polonais mais facilement modifiable, très content de cet achat"
Fatbass,"5,0",3 avril 2019,"Très bon produit fiable et très solide.complet
Moins cher que a catégorie S et tout aussi bon.
La catégorie A se sont de très bon produit.du A7 je suis passé au A9 2018 et ce nouveau A7 est pour ma femme."
Le Bûcheron,"5,0",26 mai 2019,Du neuf avec Samsung et Android à la place d'un reconditionné chez le concurrent direct. Mon fils l'adore un peu trop à mon goût.
Nakache Freddy,"5,0",22 mars 2019,"Rapport qualité-Prix Moyen.
Livraison rapide"
Hervé BRIQUET,"3,0",30 novembre 2018,Arriver en avance et un très bon foctonement
the drumer,"4,0",2 mars 2019,"smartphone super pour un prix abordable.
par contre notice du produit en une seule langue"" polonais"" pas top…
sinon livré dans les temps.
très bien."
Client d'Amazon,"5,0",4 juin 2019,"Beau design,  facile d'utilisation. Vendeur très sérieux. Arrivé dans les délais"
katia v.,"5,0",13 avril 2019,très bon telephone beaucoup de mémoire interne batterie dure 2 jours environ
Cliente Amazon,"5,0",17 mars 2019,"Très belle performance.
Le lecteur d'empreintes digitales marche vraiment bien et ca facilite l'accès à des nombreuses applications."
Willy2009,"4,0",10 juin 2019,"Mon chéri est très content de ce cadeau qui est ce téléphone que je lui ai offert. En gros il adore, je vous le recommande."
PHILIPPE PERRIN,"5,0",9 mai 2019,bon téléphone pour le prix
Delannay,"3,0",19 avril 2019,Étonné. Mon galaxie A5 est plus performant
Chuck,"5,0",12 mars 2019,Très bon téléphone produit neuf ça n'a aucun doute rapide écran super rien à dire
Client d'Amazon,"5,0",20 mars 2019,"Facile d'utilisation
Reçu rapidement. Impeccable"
M,"5,0",22 avril 2019,"Je l'ai acheté après un galaxy a5 2017 et je ne suis pas déçu au bout de quelques mois il marche bien, il bug rarement, il est passé sous Android 9 et fait tourner PUBG sans problème, seul point négatif l'autonomie un peu juste pour moi"
Paul Bullens,"4,0",20 mars 2019,"Nickel livre rapidement
Seul remarque c'est une version polonaise et non italienne"
MARIE,"5,0",23 mai 2019,Rapport qualité prix ce portable est très bien. J'en suis très contente
Client d'Amazon,"5,0",10 mai 2019,"Livraison rapide
Emballage parfait
Produit neuf ,très content de mon achat,"
arancini,"3,0",7 juin 2019,Bon portable pour un milieu de gamme et le prix est honnête
gabriele marie,"5,0",9 juin 2019,Super qualité prix je recommande
One piece,"5,0",14 avril 2019,Impeccable est très content est fonctionne très bien avec free
Client d'Amazon,"5,0",2 avril 2019,changé par rapport a apple que j'ai étè des années chez eux
cléré joël,"5,0",21 mai 2019,pour les chandelles j'ai déjà donné mon évaluation qui était très bonne pour les clips aussi et enfin pour le samsung c'est un très bon produit.
Michel ,"4,0",2 mai 2019,Bien arrivé à la date et livraison très bien et prévenu à chaque étape simple d 'utilisation je recommande
Juliette P,"5,0",12 mai 2019,"Le téléphone tient très bien la batterie et est très facile à prendre en main. Le rapport qualité/prix est top, rien à redire."
mll,"5,0",20 avril 2019,"après quelques semaines d'utilisation, je sui satisfait de ce téléphone.
rapide, photos pas mal, prise en mains avec capteur tactile sur la tranche relativement facile ( pour les grands ;)  )"
Patrick18,"5,0",4 avril 2019,"Téléphone livré dans les temps.
Mise en route aisée, dommage que la notice ne soit pas en français, téléchargement d'une notice pour comprendre toutes les fonctionnalités."
angélique89,"5,0",28 avril 2019,portable reçu rapidement absolument neuf la mise en route très facile il est top j'adore
Marseillais,"4,0",25 mars 2019,excellent
christophe podsadni,"5,0",31 mars 2019,facile d utilisation
Barret P.,"5,0",24 février 2019,Très bon rapport qualité prix mon frère est très conquis il adore
Chris,"5,0",5 février 2019,"Arrivé en avance et en très bon état. Le rapport qualité / prix est excellent !!!! Franchement, rien à redire ! :-D"
Amazon Customer,"5,0",20 décembre 2018,Beau téléphone correspondant à la description fourni. Réponse du vendeur rapide suite à la demande de la facture
MACHERET Anaëlle,"5,0",23 mai 2019,"Plutôt facile d’utilisation
Design et léger"
Pat perrot,"5,0",22 mars 2019,Conforme à mes attentes
Client d'Amazon,"5,0",26 février 2019,portable perso
Client d'Amazon,"5,0",6 mars 2019,"Produit reçu 1 jour ouvré en avance, conforme à la description et avec un bon rapport qualité prix. Je recommande."
Béatrice,"5,0",2 janvier 2019,Mon fils a commande ce telephone il en est vraiment très content de par sa taille et sa qualité d'image
MOphi,"4,0",21 février 2019,"En cours de prise en main, le produit parait très bien et clairement suffisant en termes de fonctionnalités."
valensisi,"4,0",15 mai 2019,Téléphone super agréable d’utilisation et conforme à mes attentes mais dommage qu’à la livraison le colis était ouvert....
cyril mouzin,"5,0",29 décembre 2018,Sympa
Oussama,"5,0",12 janvier 2019,Bon produit ça bug pas rapide caméra bon résolution je recommande
set H,"5,0",21 février 2019,"Il est simple, beau et léger.  Je l'ai acheté pour mon ado.  Facile d'utilisation."
Corinne,"4,0",10 avril 2019,Bon appareil dommage que la batterie ne tienne que 24h car je m'en sers beaucoup
Client d'Amazon,"5,0",5 mai 2019,Téléphone très agréable a utiliser
pelleter dominique,"5,0",6 avril 2019,j'adore mon nouveau téléphone et ses applis
Manuel B.,"5,0",25 décembre 2018,Excellent
gerard b.,"5,0",24 janvier 2019,"resolution de l'ecran en nb de pixels, super photos. et appareil tres facile d'utilisation"
Sandro,"5,0",21 décembre 2018,"Appareil conforme à la description, facile d’utilisation et bon rapport qualité/prix pour un téléphone de moyenne gamme!"
SABOUTEY TETTEY,"4,0",17 décembre 2018,nano sim et quand même adapté au réseau mobile
John 31,"5,0",10 avril 2019,Le Samsung Galxy A7 est super ! Vendeur rapide produit compatible France ! Au top !
MAZED D.,"5,0",3 janvier 2019,"très bonne acha, il marche parfaitement et il est arrivè un jour all'avance! Je vous conseille cette article."
karim,"5,0",13 mai 2019,"tres bon smartphone de chez Samsung belle finition, photo, fonctionne à la perfection 👍👍👍"
Client d'Amazon,"5,0",8 mai 2019,"Fin trésor joli attention il faut une nano sim
Expédition très rapide"
Bérangère,"5,0",8 janvier 2019,Téléphone qui fonctionne parfaitement bien. Reçu en temps et en heure. Très satisfaite de mon achat.
Narjis,"5,0",8 mars 2019,Très satisfaite de la qualité et la livraisonrapide
ERIC MOUQUET,"5,0",24 février 2019,"Mis à part qlques traces sur l'écran, le téléphone est très bien."
Damien,"4,0",23 mai 2019,Cadeau
Isabelle N.,"5,0",6 juin 2019,Très satisfaite de mon achat.
Anonyme,"4,0",28 avril 2019,"Belle photo ,assez intuitive, quoique un peu lourd,"
Samsung,"3,0",11 mars 2019,Est ce normal que la boite du telephone nes pas celle dorigine
Tt,"4,0",30 mai 2019,Pas mal
Dominique L.,"3,0",4 mars 2019,"Superbe smartphone très facile d'utilisation,à recommander."
Oueys,"5,0",21 janvier 2019,"Super appareil photo, fluide, bonne qualités d'écran, long autonomie"
laeti,"5,0",20 avril 2019,Très bon produit fait de très belles photos
penicaud estelle,"5,0",10 mai 2019,Très bien
Elisabetta,"5,0",10 avril 2019,Très bon produit. Livraison rapide
verger,"5,0",5 mai 2019,Facile et performant pour un usage quotidient
Client d'Amazon,"5,0",24 février 2019,Très satisfait par cet achat ...
samassa mamadou,"5,0",5 juin 2019,Vraiment il a rien n'a dire
philippe.natarianni,"3,0",26 février 2019,bon rapport qualité pro
M MICKAEL BERTHON,"5,0",14 avril 2019,Utilisation très facile
fariza,"5,0",9 avril 2019,Parfait  rien dire
Ouss,"4,0",11 décembre 2018,C ete bien
Mickaël,"3,0",5 janvier 2019,"Comme tout téléphone, il bat les records.
Serte la batterie et le prix ayant un forfait bouygue Télécom à 4,99€/mois le téléphone est beaucoup moins chère via le site Bouygues Télécom que chez Amazon (Je l'ai payée 136€ au lieu de 399,99€ ) .
Deuxième point la BATTERIE ! Je sais ce que les gens pensent ""Nouveau téléphone nouvelle batterie "" oubliez ça ! Les samsung ont le point faible de la batterie environ 30% en dessous de l'iPhone donc oubliez la batterie... Serte il ce recharge vite mais une fois en main vous ne le quitterez plus il m'a fallut 01h00 01h30 pour un 100% pour qu'au final la batterie tombe à 50% dans les 30 prochaines minutes d'utilisation (utilisation en général : Facebook, Snapchat,  Twitter,  appel, SMS (Je n'ai encore jouer à aucun jeu il mes malheureusement impossible de vous en dire plus)) mais en bref avoir un nouveau téléphone c'est cool mais la batterie ne croyez pas au anges.
Je ne vais pas non plus casser toutes les ambiances il a une superbe qualité audio , et en pixels il atteint presque les 3000 × 1850, en images par pouces nous pouvons comptez un bon 400-450 pixels par pouces donc la qualités Microsoft est la (oui c'est Microsoft qui a conçu ces images ).
Attention : je viens de commander une coque dans certain cas poser votre téléphone sur une surface lisse peit vous faire mordre les doigts , la surface arrière du téléphone est extrêmement glissante et donc vous devez disposez d'une coques anti choc où anti rayure dans certain cas.
En bref :
Qualité image : ●●●●●
Niveau sonore: ●●●●●
Batterie :●●●○○(n'exagèront pas la note non plus)
Giga : ●●●●○(mise à jours trop nombreuses et beaucoup trop grosse environs 12 giga de mise à jours logiciel ) pour un 64 giga c'est déjà beaucoup
ATTENTION À UTILISÉE AVEC PRECISION ET UNE TRES BONNE MANIABILITÉ EN MAIN LE TÉLÉPHONE NE FAIT QUE 0,7 MM TRÈS FIN = TRÈS GLISSANT ⚠️
Prix moyen pas si mechant que ça  , beau cadeau, pour un proche ou soit même.
J'espère ne juger personnes comme tout le monde je donne mon avis, je ne suis pas la pour dire qu'il faut acheter un autre téléphone je donne simplement mon avis .
*Je suis sur samsung Galaxy A7 64Go en 4 ram (pour plus de précisions )"
Pilou 30,"1,0",3 mars 2019,"Vous possedez un iphone et vous envisagez l'achat de ce machin sud coréen ? Grave erreur !!!!
L'entreprise pour laquelle je travaille m'a fourni cette saleté de Samsung A7 2018.
Impossible à utiliser d'une main, l'impression d'avoir un televiseur  dans la poche, pas de bouton physique home, et il plante (ahhh, les joies d'android...) simplement en ajoutant  un contact au répertoire...
Telephone bas de gamme.
Je vais ramener ce telephone minable à mon patron et je continuerai à utiliser mon iphone, qui, lui, est pratique, fiable et solide."
belaid,"1,0",5 janvier 2019,C'est nul
Client d'Amazon,"5,0",19 novembre 2018,"Très bon téléphone, qualité Samsung a rendez vous, rien a ajouté, merci."
Catounoto,"5,0",24 mai 2019,"Très bon appareil avec un prix très abordable! Écran lumineux, facile d utilisation, beau... Je suis fan de mon a7 2018"
dani,"5,0",11 février 2019,Jamais déçu de Samsung
Sabrina,"4,0",6 avril 2019,Le telephone est il neuf ou reconditionner?
Ceulemans,"5,0",25 avril 2019,Nikel
